index,address,city,region,postalcode,lat,lng
1170,S McDonnell Rd and S Link Rd,San Francisco,CA,94128,37.61351019,-122.3929598
1171,S McDonnell Rd and S Link Rd,San Francisco,CA,94128,37.626794,-122.400681
1172,3260 Buskirk Ave,Pleasant Hill,CA,94523,37.93521,-122.05922
1173,5839 Lone Tree Way,Antioch,CA,94531,37.964141,-121.736129
1174,1547 Gateway Blvd,Fairfield,CA,94533,38.26033,-122.0561
1175,1490 Fitzgerald Rd,Pinole,CA,94564,37.99031,-122.30608
1176,4820 Dublin Blvd,Dublin,CA,94568,37.70378,-121.88248
1177,31350 Courthouse Dr,Union City,CA,94587,37.60097,-122.06425
1178,1182 Admiral Callaghan Ln,Vallejo,CA,94591,38.13445,-122.21502
1179,3700 Mandela Pkwy,Oakland,CA,94608,37.82737,-122.28677
1180,Oakland International,Oakland,CA,94621,37.739909,-122.203782
1181,9 Airport Dr,Oakland,CA,94621,37.71666124,-122.2087041
1182,700 Du Bois St,San Rafael,CA,94901,37.96713,-122.52033
1183,1801 4th St,San Rafael,CA,94901,37.97386,-122.53847
1184,7011 Camino Arroyo,Gilroy,CA,95020,37.00486,-121.5517
1185,63 Ranch Ave,Milpitas,CA,95035,37.42792,-121.92312
1186,2650 41st Ave,Soquel,CA,95073,36.98536,-121.96319
1187,5065 Almaden Expy,San Jose,CA,95118,37.25625,-121.87728
1188,181 Curtner Ave,San Jose,CA,95125,37.30129,-121.86671
1189,3090 Stevens Creek Blvd,San Jose,CA,95128,37.32292,-121.9496
1190,5400 Pacific Ave,Stockton,CA,95207,37.99966,-121.31401
1191,2550 Naglee Rd,Tracy,CA,95304,37.75649,-121.45985
1192,1764 W Olive Ave,Merced,CA,95348,37.31729,-120.49835
1193,3900 Sisk Rd,Modesto,CA,95356,37.69499,-121.06459
1194,2339 Claribel Rd,Riverbank,CA,95367,37.71356,-120.95597
1195,1950 Santa Rosa Ave,Santa Rosa,CA,95407,38.41941,-122.70947
1196,1760 Grass Valley Hwy,Auburn,CA,95603,38.92903,-121.08617
1197,6110 Birdcage Centre Ln,Citrus Heights,CA,95610,38.67561,-121.27533
1198,2445 Iron Point Rd,Folsom,CA,95630,38.64407,-121.12036
1199,1236 Galleria Blvd,Roseville,CA,95678,38.7739,-121.26114
1200,1621 E Monte Vista Ave,Vacaville,CA,95688,38.3675,-121.9653
1201,9131 W Stockton Blvd,Elk Grove,CA,95758,38.42589,-121.39805
1202,2165 Bronze Star Dr,Woodland,CA,95776,38.67261,-121.72613
1203,1901 Arden Way,Sacramento,CA,95815,38.59877,-121.4214
1204,3690 N Freeway Blvd,Sacramento,CA,95834,38.63771,-121.49574
1205,6850 Airport Blvd,Sacramento,CA,95837,38.692817,-121.591677
1206,2005 Forest Ave,Chico,CA,95928,39.72676,-121.80002
1207,1010 Hilltop Dr,Redding,CA,96003,40.59259,-122.35969
1208,98-051 Kamehameha Hwy,Aiea,HI,96701,21.38454,-157.9499
1209,6 KAI ALA DR,LAHAINA,HI,96761,20.938409,-156.691721
1210,2424 KALAKAUA AVE,HONOLULU,HI,96815,21.276067,-157.82509
1211,478 Alakawa St,Honolulu,HI,96817,21.31822,-157.87445
1212,300 Rodgers Blvd,Honolulu,HI,96819,21.33563362,-157.9186492
1213,300 Rodgers Blvd,Honolulu,HI,96819,21.33563362,-157.9186492
1214,300 Rodgers Blvd,Honolulu,HI,96819,21.33563362,-157.9186492
1215,300 Rodgers Blvd,Honolulu,HI,96819,21.33563362,-157.9186492
1216,300 Rodgers Blvd,Honolulu,HI,96819,21.332564,-157.919781
1217,300 Rodgers Blvd,Honolulu,HI,96819,21.332563,-157.919785
1218,3055 SW Cedar Hills Blvd,Beaverton,OR,97005,45.4975,-122.81051
1219,18085 NW Evergreen Pkwy,Hillsboro,OR,97006,45.53881,-122.86276
1220,1148 NW Norman Ave,Gresham,OR,97030,45.50547,-122.43746
1221,7041 SW Nyberg St,Tualatin,OR,97062,45.38541,-122.74931
1222,9630 SE 82nd Ave,Portland,OR,97086,45.45332,-122.5769
1223,2055 N Tomahawk Island Dr,Portland,OR,97217,45.61493,-122.68615
1224,9739 NE Cascades Pkwy,Portland,OR,97220,45.5752,-122.5616
1225,3801 Center St NE,Salem,OR,97301,44.94037,-122.98943
1226,3300 Gateway St,Springfield,OR,97477,44.08147,-123.04516
1227,2370 Poplar Dr,Medford,OR,97504,42.35343,-122.86826
1228,63455 N Highway 97,Bend,OR,97701,44.10269,-121.30092
1229,31601 Pacific Hwy S,Federal Way,WA,98003,47.31826,-122.3153
1230,457 120th Ave NE,Bellevue,WA,98005,47.614,-122.18238
1231,6000 E Lake Sammamish Pkwy SE,Issaquah,WA,98029,47.54936,-122.0413
1232,19800 44TH AVE W,LYNNWOOD,WA,98036,47.81897,-122.29496
1233,19225 Alderwood Mall Pkwy,Lynnwood,WA,98036,47.82335,-122.26959
1234,330 NE Northgate Way,Seattle,WA,98125,47.70915,-122.32492
1235,17364 Southcenter Pkwy,Tukwila,WA,98188,47.44764,-122.26
1236,1130 SE Everett Mall Way,Everett,WA,98208,47.90992,-122.21731
1237,4281 Meridian St,Bellingham,WA,98226,48.79632,-122.48931
1238,4255 Mitchell Way,Bellingham,WA,98226,48.789283,-122.534385
1239,1851 Marketplace Dr,Burlington,WA,98233,48.45072,-122.33978
1240,16924 Twin Lakes Ave,Marysville,WA,98271,48.15018,-122.1925
1241,4102 S Meridian,Puyallup,WA,98373,47.15187,-122.29508
1242,9551 Ridgetop Blvd NW,Silverdale,WA,98383,47.65515,-122.68004
1243,20209 34th Ave E,Spanaway,WA,98387,47.071474,-122.52623
1244,2214 S 48th St,Tacoma,WA,98409,47.2135,-122.46604
1245,625 Black Lake Blvd SW,Olympia,WA,98502,47.04248,-122.93396
1246,1240 Marvin Rd NE,Lacey,WA,98516,47.05791,-122.7621
1247,2321 S 1st St,Yakima,WA,98903,46.56846,-120.48378
1248,15223 E Indiana Ave,Spokane,WA,99216,47.67261,-117.20061
1249,9970 N Newport Hwy,Spokane,WA,99218,47.74905,-117.39824
1250,6809 W Canal Dr,Kennewick,WA,99336,46.22485,-119.21224
1251,5000 West Intl Airport Rd,Anchorage,AK,99502,61.17349304,-149.9761429
1252,Anchorage Airport Concourse C,Anchorage,AK,99502,61.17665863,-149.9606323
1253,1200 N Muldoon Rd,Anchorage,AK,99504,61.2256,-149.74642
1254,800 E Dimond Blvd,Anchorage,AK,99515,61.1433,-149.86588
